,arch_id,uniqArch,score,time,acc
25,26,((0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1427.66064453125,0.0643665360003069,38.62222219170464
26,27,#+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_1x1,1373.2376708984375,0.0452801979990908,36.4666666124132
27,28,((0)@nor_conv_1x1)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1205.658447265625,0.0372427129987045,28.36666660902235
1,29,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3,1343.95361328125,0.0477500980014156,30.73333326382107
2,30,#+#+(0)@nor_conv_3x3,1383.53662109375,0.0521615959987684,38.85555551147461
28,31,(#+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1305.3499755859375,0.0459244049998233,36.25555546400282
29,32,#+((0)@nor_conv_1x1+0)@nor_conv_3x3+0,1332.798095703125,0.0422373490000609,42.155555541992186
30,33,(#+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1389.2718505859375,0.0510349309988669,41.855555555555554
31,34,#+#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3,1326.63330078125,0.0422620280005503,38.55555551825629
32,35,#+(#+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1327.254638671875,0.0430456129979575,39.133333285861546
33,36,((0)@avg_pool_3x3)@nor_conv_3x3+((0)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@avg_pool_3x3,1356.37890625,0.0559571240009972,37.62222213406033
34,37,#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1+0,1254.1031494140625,0.0341090759975486,35.044444444444444
35,38,#+((0)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3,1386.202392578125,0.0492895620009221,35.39999992879232
36,39,#+(0)@nor_conv_1x1+(0)@nor_conv_1x1+0,1331.073974609375,0.0399828980007441,34.55555544365777
37,40,#+#+(#+0)@avg_pool_3x3,998.75439453125,0.0408878339985676,16.48888883972168
38,41,#+#+(0)@nor_conv_1x1,1393.5343017578125,0.0486076349989161,32.74444438340929
39,42,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+0,1334.5634765625,0.0541234379998059,43.4222221713596
40,43,#+(#+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1322.98828125,0.0518149799972889,38.12222220526801
41,44,#+(((0)@avg_pool_3x3)@nor_conv_1x1+0)@avg_pool_3x3+(0)@avg_pool_3x3,1181.783935546875,0.0371262340013345,19.133333343505864
42,45,#+#+0+(0)@nor_conv_1x1,1252.793212890625,0.0387022389986668,34.88888884819878
43,46,((0)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1301.2760009765625,0.0424789079988841,38.18888879733616
44,47,#+(#+0)@avg_pool_3x3+(0)@nor_conv_3x3,1233.03076171875,0.04532146800193,36.74444442070856
45,48,(#+(0)@avg_pool_3x3)@nor_conv_1x1+0+0,1216.32763671875,0.0348440409979957,29.56666664971246
46,49,#+(0)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1310.192626953125,0.0442526070000894,37.9111111178928
47,50,(((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1452.4339599609375,0.62769423699865,44.666666615804026
48,51,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+0,1229.931640625,0.0407154630011064,31.977777760823567
49,52,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@avg_pool_3x3+0,1376.0042724609375,0.048695345998567,44.233333201090495
50,53,(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3,977.594970703125,0.0325620610019541,11.677777751074895
51,54,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1357.41943359375,0.0509536220015434,38.94444434271918
52,55,#+#+0,1054.735595703125,0.0307209550010156,29.31111104329427
53,56,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_1x1+0,1368.375,0.0465343069990922,43.355555464002826
54,57,#+#+(0)@avg_pool_3x3,1205.2010498046875,0.0356180649978341,16.544444396972654
55,58,#+(0)@avg_pool_3x3+(0)@avg_pool_3x3+0,992.067138671875,0.0284539159983978,14.511111075507268
56,59,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1351.380615234375,0.0474136539996834,33.15555545213488
57,60,#+(#+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1,1398.3668212890625,0.0499555969981884,34.64444441731771
58,61,#+(((0)@nor_conv_1x1)@nor_conv_3x3+0)@avg_pool_3x3+((0)@nor_conv_1x1)@avg_pool_3x3,1313.383544921875,0.0445524950009712,31.32222216288249
59,62,#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3+(0)@nor_conv_1x1,1386.65283203125,0.0571432770011597,40.07777774386936
60,63,(((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1412.4610595703125,0.0532698619972507,42.788888824462894
61,64,(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@nor_conv_1x1+((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1441.7584228515625,0.0604649699998844,40.7444443359375
62,65,(((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1449.069580078125,0.0669026120012858,44.955555477566186
63,66,#+(#+#)@avg_pool_3x3+(0)@avg_pool_3x3,997.7109985351562,0.0288662150014715,16.277777777777775
64,67,((0)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1450.129150390625,0.0613052679982502,42.69999992540147
65,68,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1337.662353515625,0.0421986090004793,39.38888889227973
3,69,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+0,1334.5634765625,0.0541234379998059,44.11111110432943
4,70,#+#+(0)@nor_conv_3x3,1383.53662109375,0.0521615959987684,38.57777766248915
66,71,(#+(0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1314.3338623046875,0.0456274939970171,36.19999993896485
5,72,#+#+#+0,1047.41259765625,0.0288098700002592,29.41111108059353
67,73,#+(((0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3)@avg_pool_3x3+((0)@nor_conv_3x3)@avg_pool_3x3,1309.4912109375,0.0462838229977933,33.65555546739366
68,74,#+#+(#+#)@nor_conv_1x1,915.1658935546876,0.049632959999144,0.8333333324856228
69,75,#+(#+0)@avg_pool_3x3+(0)@avg_pool_3x3,1174.2078857421875,0.0364376090001314,15.81111110687256
70,76,(#+0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1207.554931640625,0.0400619930005632,29.44444439358181
71,77,#+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1391.472900390625,0.048498586002097,44.01111106024848
6,78,#+#+(0)@nor_conv_3x3,1383.53662109375,0.0521615959987684,38.544444383409285
7,79,#+(#+0)@nor_conv_3x3+0,1243.1300048828125,0.0437645030033309,40.07777780151367
72,80,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1394.2578125,0.0492418569992878,42.52222225613064
73,81,(((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_1x1)@nor_conv_3x3+0,1445.8056640625,0.0636210250013391,45.533333285861545
74,82,#+(#+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_3x3,1424.653076171875,0.0546092900003714,32.344444403754345
75,83,#+((0)@nor_conv_1x1+0)@avg_pool_3x3+(0)@avg_pool_3x3,1197.35302734375,0.0361596930015366,25.400000027126737
76,84,#+(0)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1317.8084716796875,0.0516718120015866,37.12222215101454
77,85,#+((0)@nor_conv_1x1)@nor_conv_1x1+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3,1381.522216796875,0.0483254440005112,37.811111070421
78,86,(#+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3+0,1378.066162109375,0.0538071400005719,42.69999996270074
79,87,((0)@avg_pool_3x3+0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1,1169.4627685546875,0.0374042519979411,22.72222220611572
80,88,#+#+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1341.70703125,0.0463513860013335,33.35555547078451
81,89,(#+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3+0,1324.54296875,0.043099386999529,40.01111103312174
82,90,(((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_1x1,1402.4200439453125,0.0545072589993651,37.6444443766276
83,91,#+(#+((0)@avg_pool_3x3)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1,1387.0849609375,0.0486587790001067,36.466666592068144
84,92,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_1x1+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3,1377.030517578125,0.047576665001543,38.13333326551649
85,93,#+#+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1299.8291015625,0.0463225720013724,36.77777772013346
86,94,((0)@nor_conv_1x1+0)@nor_conv_1x1+(0)@avg_pool_3x3+0,1278.4697265625,0.0397946189987123,30.133333284166124
87,95,#+#+((0)@avg_pool_3x3)@avg_pool_3x3,984.5588989257812,0.0323289629995997,13.777777751498752
88,96,#+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_3x3,1355.9158935546875,0.050354466002318,36.000000003390845
8,97,#+#+(0)@nor_conv_1x1,1393.5343017578125,0.0486076349989161,33.01111110432943
89,98,((0)@avg_pool_3x3+0)@nor_conv_1x1+(0)@avg_pool_3x3+(0)@nor_conv_1x1,1306.590576171875,0.0400240589988243,33.52222219679091
90,99,#+((0)@nor_conv_3x3)@nor_conv_1x1+0+((0)@nor_conv_3x3)@nor_conv_3x3,1386.14697265625,0.0500198190020455,43.67777774047852
91,100,#+(0)@nor_conv_3x3+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_3x3,1374.5831298828125,0.0490222810003615,39.07777777099609
92,101,(0)@nor_conv_1x1+(0)@nor_conv_3x3+0+0,1312.0018310546875,0.0408679590000247,33.74444446139866
93,102,#+((0)@nor_conv_1x1+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3,1427.035888671875,0.054707088998839,41.81111112467448
94,103,#+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3+((0)@nor_conv_1x1)@nor_conv_3x3,1387.4229736328125,0.0513107810002111,40.9111111178928
9,104,#+#+#,1056.087158203125,0.0508103110005322,0.8333333316379123
10,105,#+#+(#+#)@avg_pool_3x3,-inf,0.0381400650003342,0.8333333320617676
95,106,#+(#+#)@nor_conv_1x1+(0)@avg_pool_3x3,1006.5488891601562,0.0372345700016012,16.66666661665175
96,107,(((0)@nor_conv_1x1)@nor_conv_3x3+(0)@avg_pool_3x3)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1,1278.916748046875,0.0468608339979255,31.755555486043296
11,108,#+#+(#+#)@avg_pool_3x3,-inf,0.0381400650003342,0.8333333326975505
97,109,(#+((0)@nor_conv_1x1)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1,1422.0113525390625,0.0642481769973528,44.89999994574652
98,110,(#+((0)@nor_conv_3x3)@avg_pool_3x3)@avg_pool_3x3+((0)@nor_conv_3x3)@avg_pool_3x3+0,1232.721435546875,0.0379340610015788,35.72222222222222
99,111,((0)@nor_conv_3x3)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+0+(0)@nor_conv_1x1,1414.6668701171875,0.0519311179996293,44.72222218492296
100,112,#+#+(0)@nor_conv_3x3+(0)@nor_conv_3x3,1341.2789306640625,0.0426309080030478,39.41111099243164
101,113,#+(0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1191.007080078125,0.0354543219982588,29.62222219509549
102,114,#+((0)@avg_pool_3x3)@nor_conv_3x3+0,1298.102294921875,0.0452277669974137,34.15555546739366
103,115,#+#+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_3x3,1229.247314453125,0.0366259799993713,35.222222229003904
104,116,#+(#+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3,1390.8193359375,0.0472951600022497,41.71111106024848
105,117,(((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3,1401.199951171875,0.0550745239997922,39.09999990505642
106,118,#+(#+(0)@avg_pool_3x3)@avg_pool_3x3+0,984.396728515625,0.0293744410009821,21.12222219000922
12,119,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1394.2578125,0.0492418569992878,42.73333326212565
13,120,#+#+#,1056.087158203125,0.0508103110005322,0.8333333326975505
107,121,#+(#+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@avg_pool_3x3,1326.7747802734375,0.0581395609988248,38.533333336724176
108,122,((0)@nor_conv_1x1)@avg_pool_3x3+(0)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1,1372.438232421875,0.0536921120001352,35.94444435289171
109,123,#+(((0)@avg_pool_3x3)@nor_conv_1x1+(0)@avg_pool_3x3)@nor_conv_3x3+((0)@avg_pool_3x3)@avg_pool_3x3,1296.1651611328125,0.0477550299983704,23.288888849894207
110,124,#+0+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1330.105712890625,0.0447048409987473,39.89999992201064
14,125,#+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_1x1,1373.2376708984375,0.0452801979990908,36.3444444410536
111,126,((0)@avg_pool_3x3)@avg_pool_3x3+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1258.6512451171875,0.0412236170013784,27.32222219509548
112,127,#+(#+#)@nor_conv_1x1+(0)@nor_conv_1x1,1273.077880859375,0.0460153460007859,33.344444403754345
113,128,#+(0)@nor_conv_1x1+(0)@nor_conv_3x3+(0)@nor_conv_3x3,1388.609130859375,0.0484768280002754,40.82222217475044
114,129,(#+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1421.452392578125,0.0548213500005658,44.65555555555556
115,130,((0)@avg_pool_3x3+(0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_3x3+0,1319.061279296875,0.0449534029976348,40.66666663275825
116,131,#+#+(#+(0)@nor_conv_1x1)@avg_pool_3x3,1241.8485107421875,0.0420518840001022,23.744444444444444
15,132,#+0+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1330.105712890625,0.0447048409987473,40.74444435289171
117,133,#+(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_1x1)@nor_conv_3x3+0,1373.0235595703125,0.0468749949977791,43.85555550808377
118,134,#+((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_1x1,1388.9102783203125,0.0472741269986727,38.82222219170465
119,135,#+#+0+(0)@nor_conv_3x3,1253.40771484375,0.0419208990024344,39.48888881768121
120,136,(((0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3)@nor_conv_3x3+((0)@avg_pool_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1398.097412109375,0.0549020529979316,34.86666655476888
121,137,((0)@avg_pool_3x3+(0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_3x3+0,1365.5723876953125,0.0477113570013898,43.53333320448133
122,138,(#+(0)@nor_conv_3x3)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_3x3,1446.7490234375,0.0625783469986345,40.655555474175344
123,139,((0)@nor_conv_3x3+(0)@nor_conv_3x3)@nor_conv_1x1+(0)@avg_pool_3x3+0,1344.5567626953125,0.049100541997177,36.466666575113926
124,140,((0)@avg_pool_3x3+0)@nor_conv_1x1+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1382.57763671875,0.0477534769997873,41.05555550130208
125,141,((0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1+0)@nor_conv_1x1+(0)@nor_conv_1x1,1384.364990234375,0.0524229580005339,38.07777769300673
16,142,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_1x1,1394.2578125,0.0492418569992878,42.81111108059353
126,143,#+(#+(0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1,1329.28076171875,0.0439814679994015,40.344444468180335
127,144,((0)@nor_conv_3x3+(0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3+0,1277.847900390625,0.0416005439983564,29.93333328925239
128,145,(#+(0)@nor_conv_1x1)@avg_pool_3x3+((0)@nor_conv_1x1)@avg_pool_3x3+0,1315.005126953125,0.0435279890007223,33.94444439358181
129,146,#+((0)@nor_conv_3x3)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3,1189.6204833984375,0.0369765350005764,27.733333331637912
130,147,(((0)@nor_conv_3x3)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1403.545166015625,0.0558820490005018,41.19999999321832
131,148,#+(0)@nor_conv_1x1+(0)@nor_conv_3x3,1388.8037109375,0.0514848789971438,40.52222215440538
132,149,(#+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_1x1+0,1324.251708984375,0.0400925759968231,36.74444442070856
133,150,(#+(0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1312.79150390625,0.0422317260017734,31.999999972873265
134,151,(0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_1x1+0,1188.131591796875,0.0383194970017939,22.93333330281576
135,152,#+((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3,1393.3609619140625,0.0466872350007179,41.78888877360026
136,153,(#+(0)@nor_conv_1x1)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1455.33056640625,0.0581043349993706,45.066666602240666
137,154,(((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_1x1)@nor_conv_1x1+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@nor_conv_3x3,1394.9151611328125,0.065763077000156,37.97777777777778
138,155,(((0)@avg_pool_3x3)@nor_conv_1x1+0)@nor_conv_3x3+((0)@avg_pool_3x3)@avg_pool_3x3+(0)@avg_pool_3x3,1260.4228515625,0.0436875320010585,32.21111108228895
139,156,((0)@nor_conv_3x3+0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1203.6876220703125,0.0377788610021525,31.52222218322754
140,157,(((0)@avg_pool_3x3)@avg_pool_3x3+0)@avg_pool_3x3+(0)@avg_pool_3x3+(0)@avg_pool_3x3,965.6392822265624,0.0294206639991898,9.688888885921902
141,158,(#+((0)@nor_conv_3x3)@nor_conv_1x1)@nor_conv_1x1+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3,1407.882080078125,0.0550698610022664,40.08888885158962
142,159,#+#+(0)@nor_conv_1x1+0,1333.097412109375,0.0399506659996404,34.38888881598578
143,160,#+((0)@nor_conv_3x3+0)@avg_pool_3x3+(0)@avg_pool_3x3,1179.214111328125,0.0398194900008093,27.75555548943414
17,161,#+#+(0)@avg_pool_3x3+(0)@nor_conv_3x3,1299.8291015625,0.0463225720013724,36.49999992540148
144,162,(((0)@avg_pool_3x3)@nor_conv_1x1+(0)@nor_conv_3x3)@nor_conv_1x1+((0)@avg_pool_3x3)@nor_conv_3x3+(0)@avg_pool_3x3,1394.79150390625,0.0559270810008456,39.39999995591905
145,163,#+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@avg_pool_3x3+0,1195.5234375,0.037275683000189,26.16666667175293
146,164,(((0)@nor_conv_3x3)@nor_conv_3x3+0)@avg_pool_3x3+((0)@nor_conv_3x3)@nor_conv_1x1+(0)@nor_conv_3x3,1395.704345703125,0.0582852760016976,41.277777693006726
147,165,#+(#+(0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_3x3,1392.3887939453125,0.0533317629997327,41.76666653103299
18,166,#+#+(0)@nor_conv_1x1,1393.5343017578125,0.0486076349989161,32.49999998813205
148,167,#+(0)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1313.8421630859375,0.0400392539995664,33.62222220696344
149,168,(((0)@nor_conv_3x3)@nor_conv_1x1+(0)@nor_conv_1x1)@nor_conv_3x3+((0)@nor_conv_3x3)@nor_conv_1x1+0,1449.068115234375,0.0640936069976305,45.399999945746536
150,169,(#+(0)@nor_conv_3x3)@avg_pool_3x3+((0)@avg_pool_3x3)@nor_conv_1x1+(0)@avg_pool_3x3,1297.0325927734375,0.0425571019986819,30.84444441731772
19,170,#+#+(0)@nor_conv_1x1,1393.5343017578125,0.0486076349989161,32.76666666327583
151,171,((0)@avg_pool_3x3+(0)@nor_conv_1x1)@nor_conv_3x3+((0)@nor_conv_1x1)@nor_conv_3x3+(0)@nor_conv_3x3,1420.328125,0.0536108359992795,41.17777773030599
152,172,#+#+#+#,-inf,0.0299551050011359,0.8333333324856228
153,173,#+#+((0)@nor_conv_1x1)@nor_conv_1x1,1352.4130859375,0.0444695370024419,19.222222207811143
154,174,#+(#+0)@nor_conv_3x3+(0)@nor_conv_1x1,1340.789306640625,0.0412996649974957,40.677777659098304
155,175,(#+((0)@avg_pool_3x3)@nor_conv_3x3)@nor_conv_3x3+(0)@avg_pool_3x3+0,1283.06884765625,0.0433333689979917,29.02222216796875
20,176,#+(#+(0)@avg_pool_3x3)@nor_conv_1x1+0,1229.931640625,0.0407154630011064,31.16666658698188
156,177,(#+(0)@avg_pool_3x3)@avg_pool_3x3+((0)@nor_conv_1x1)@nor_conv_1x1+0,1286.9808349609375,0.0397867820029205,31.455555541992187
157,178,(((0)@nor_conv_1x1)@nor_conv_1x1+(0)@nor_conv_3x3)@avg_pool_3x3+(0)@nor_conv_1x1+(0)@nor_conv_1x1,1418.996826171875,0.0513365330007218,41.55555551825629
158,179,#+(#+(0)@nor_conv_1x1)@avg_pool_3x3+(0)@nor_conv_3x3,1332.423095703125,0.0474475800001528,38.51111099243164
21,180,#+((0)@nor_conv_3x3)@nor_conv_3x3+(0)@nor_conv_1x1,1391.472900390625,0.048498586002097,43.45555544365777
